instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13898,8/7/2012,3,1,8,6,0,2,1,2,0.70,0.67,0.79,0.19,3.00,176.00,179.00
13899,8/7/2012,3,1,8,7,0,2,1,2,0.70,0.67,0.74,0.13,21.00,481.00,502.00
13900,8/7/2012,3,1,8,8,0,2,1,2,0.70,0.65,0.70,0.16,41.00,664.00,705.00
13901,8/7/2012,3,1,8,9,0,2,1,2,0.70,0.67,0.74,0.13,44.00,283.00,327.00
13902,8/7/2012,3,1,8,10,0,2,1,2,0.74,0.70,0.70,0.13,89.00,161.00,250.00
13903,8/7/2012,3,1,8,11,0,2,1,2,0.76,0.73,0.66,0.09,84.00,130.00,214.00
13904,8/7/2012,3,1,8,12,0,2,1,2,0.80,0.76,0.55,0.13,86.00,197.00,283.00
13905,8/7/2012,3,1,8,13,0,2,1,2,0.80,0.74,0.52,0.19,68.00,185.00,253.00
13906,8/7/2012,3,1,8,14,0,2,1,2,0.82,0.76,0.46,0.00,76.00,185.00,261.00
13907,8/7/2012,3,1,8,15,0,2,1,1,0.80,0.74,0.52,0.00,100.00,206.00,306.00
13908,8/7/2012,3,1,8,16,0,2,1,3,0.76,0.73,0.66,0.28,101.00,344.00,445.00
13909,8/7/2012,3,1,8,17,0,2,1,2,0.78,0.74,0.62,0.13,125.00,743.00,868.00
13910,8/7/2012,3,1,8,18,0,2,1,2,0.76,0.71,0.62,0.16,103.00,711.00,814.00
13911,8/7/2012,3,1,8,19,0,2,1,2,0.76,0.73,0.66,0.10,104.00,506.00,610.00
13912,8/7/2012,3,1,8,20,0,2,1,2,0.74,0.70,0.70,0.13,74.00,374.00,448.00
13913,8/7/2012,3,1,8,21,0,2,1,2,0.72,0.70,0.74,0.00,70.00,247.00,317.00
13914,8/7/2012,3,1,8,22,0,2,1,1,0.72,0.70,0.74,0.10,43.00,181.00,224.00
13915,8/7/2012,3,1,8,23,0,2,1,1,0.72,0.70,0.79,0.00,18.00,120.00,138.00
13916,8/8/2012,3,1,8,0,0,3,1,1,0.70,0.67,0.84,0.00,12.00,46.00,58.00
13917,8/8/2012,3,1,8,1,0,3,1,1,0.72,0.70,0.79,0.00,3.00,20.00,23.00
13918,8/8/2012,3,1,8,2,0,3,1,1,0.70,0.67,0.84,0.00,1.00,5.00,6.00
13919,8/8/2012,3,1,8,3,0,3,1,1,0.70,0.67,0.84,0.00,1.00,6.00,7.00
13920,8/8/2012,3,1,8,4,0,3,1,1,0.70,0.67,0.84,0.00,1.00,6.00,7.00
13921,8/8/2012,3,1,8,5,0,3,1,2,0.68,0.64,0.89,0.16,3.00,40.00,43.00
13922,8/8/2012,3,1,8,6,0,3,1,2,0.70,0.67,0.84,0.16,4.00,169.00,173.00
13923,8/8/2012,3,1,8,7,0,3,1,2,0.70,0.67,0.84,0.16,24.00,458.00,482.00
13924,8/8/2012,3,1,8,8,0,3,1,2,0.74,0.73,0.72,0.09,48.00,689.00,737.00
13925,8/8/2012,3,1,8,9,0,3,1,2,0.76,0.73,0.66,0.00,33.00,308.00,341.00
13926,8/8/2012,3,1,8,10,0,3,1,2,0.80,0.74,0.52,0.13,63.00,151.00,214.00
13927,8/8/2012,3,1,8,11,0,3,1,2,0.80,0.74,0.52,0.00,80.00,159.00,239.00
13928,8/8/2012,3,1,8,12,0,3,1,2,0.80,0.74,0.52,0.00,63.00,217.00,280.00
13929,8/8/2012,3,1,8,13,0,3,1,2,0.80,0.74,0.52,0.00,101.00,212.00,313.00
13930,8/8/2012,3,1,8,14,0,3,1,2,0.80,0.74,0.52,0.25,63.00,173.00,236.00
13931,8/8/2012,3,1,8,15,0,3,1,2,0.84,0.76,0.44,0.19,110.00,168.00,278.00
13932,8/8/2012,3,1,8,16,0,3,1,2,0.80,0.74,0.49,0.28,113.00,328.00,441.00
13933,8/8/2012,3,1,8,17,0,3,1,2,0.80,0.76,0.55,0.28,107.00,751.00,858.00
13934,8/8/2012,3,1,8,18,0,3,1,2,0.78,0.73,0.55,0.16,117.00,745.00,862.00
13935,8/8/2012,3,1,8,19,0,3,1,1,0.76,0.73,0.66,0.22,119.00,567.00,686.00
13936,8/8/2012,3,1,8,20,0,3,1,1,0.74,0.70,0.66,0.19,76.00,424.00,500.00
13937,8/8/2012,3,1,8,21,0,3,1,1,0.74,0.70,0.66,0.10,70.00,311.00,381.00
13938,8/8/2012,3,1,8,22,0,3,1,1,0.72,0.70,0.74,0.10,35.00,198.00,233.00
13939,8/8/2012,3,1,8,23,0,3,1,1,0.72,0.68,0.70,0.13,16.00,120.00,136.00
13940,8/9/2012,3,1,8,0,0,4,1,1,0.72,0.70,0.74,0.19,16.00,51.00,67.00
13941,8/9/2012,3,1,8,1,0,4,1,1,0.70,0.67,0.79,0.13,5.00,23.00,28.00
13942,8/9/2012,3,1,8,2,0,4,1,1,0.70,0.67,0.84,0.09,2.00,12.00,14.00
13943,8/9/2012,3,1,8,3,0,4,1,1,0.68,0.64,0.83,0.09,1.00,5.00,6.00
13944,8/9/2012,3,1,8,4,0,4,1,2,0.68,0.64,0.89,0.13,0.00,10.00,10.00
13945,8/9/2012,3,1,8,5,0,4,1,2,0.66,0.59,0.94,0.00,4.00,37.00,41.00
13946,8/9/2012,3,1,8,6,0,4,1,1,0.66,0.61,0.83,0.16,5.00,162.00,167.00
13947,8/9/2012,3,1,8,7,0,4,1,2,0.70,0.67,0.84,0.16,24.00,451.00,475.00
13948,8/9/2012,3,1,8,8,0,4,1,1,0.72,0.70,0.74,0.10,28.00,670.00,698.00
13949,8/9/2012,3,1,8,9,0,4,1,1,0.76,0.73,0.66,0.16,54.00,299.00,353.00
13950,8/9/2012,3,1,8,10,0,4,1,1,0.80,0.76,0.55,0.22,72.00,133.00,205.00
13951,8/9/2012,3,1,8,11,0,4,1,1,0.84,0.76,0.44,0.00,94.00,166.00,260.00
13952,8/9/2012,3,1,8,12,0,4,1,1,0.84,0.76,0.44,0.10,85.00,192.00,277.00
13953,8/9/2012,3,1,8,13,0,4,1,1,0.86,0.79,0.41,0.10,80.00,201.00,281.00
13954,8/9/2012,3,1,8,14,0,4,1,1,0.88,0.77,0.32,0.22,86.00,161.00,247.00
13955,8/9/2012,3,1,8,15,0,4,1,1,0.88,0.77,0.32,0.22,63.00,204.00,267.00
13956,8/9/2012,3,1,8,16,0,4,1,1,0.86,0.77,0.39,0.25,97.00,320.00,417.00
13957,8/9/2012,3,1,8,17,0,4,1,1,0.86,0.76,0.36,0.25,111.00,699.00,810.00
13958,8/9/2012,3,1,8,18,0,4,1,2,0.82,0.76,0.46,0.25,78.00,733.00,811.00
13959,8/9/2012,3,1,8,19,0,4,1,1,0.80,0.76,0.55,0.19,90.00,533.00,623.00
13960,8/9/2012,3,1,8,20,0,4,1,1,0.70,0.65,0.54,0.28,91.00,387.00,478.00
13961,8/9/2012,3,1,8,21,0,4,1,2,0.70,0.65,0.58,0.16,50.00,286.00,336.00
13962,8/9/2012,3,1,8,22,0,4,1,2,0.66,0.62,0.69,0.22,41.00,218.00,259.00
13963,8/9/2012,3,1,8,23,0,4,1,1,0.66,0.62,0.74,0.00,19.00,137.00,156.00
13964,8/10/2012,3,1,8,0,0,5,1,1,0.70,0.65,0.65,0.09,17.00,68.00,85.00
13965,8/10/2012,3,1,8,1,0,5,1,1,0.70,0.65,0.65,0.10,6.00,35.00,41.00
13966,8/10/2012,3,1,8,2,0,5,1,1,0.70,0.67,0.74,0.16,6.00,14.00,20.00
13967,8/10/2012,3,1,8,3,0,5,1,2,0.72,0.70,0.79,0.19,3.00,6.00,9.00
13968,8/10/2012,3,1,8,4,0,5,1,3,0.70,0.67,0.84,0.28,0.00,7.00,7.00
13969,8/10/2012,3,1,8,5,0,5,1,3,0.70,0.67,0.84,0.28,4.00,29.00,33.00
13970,8/10/2012,3,1,8,6,0,5,1,3,0.64,0.58,0.89,0.30,3.00,41.00,44.00
13971,8/10/2012,3,1,8,7,0,5,1,3,0.64,0.58,0.89,0.10,5.00,128.00,133.00
13972,8/10/2012,3,1,8,8,0,5,1,3,0.62,0.55,0.91,0.16,7.00,112.00,119.00
13973,8/10/2012,3,1,8,9,0,5,1,2,0.64,0.58,0.89,0.00,21.00,199.00,220.00
13974,8/10/2012,3,1,8,10,0,5,1,1,0.66,0.59,0.89,0.10,27.00,166.00,193.00
13975,8/10/2012,3,1,8,11,0,5,1,3,0.68,0.64,0.79,0.13,73.00,178.00,251.00
13976,8/10/2012,3,1,8,12,0,5,1,2,0.74,0.70,0.66,0.36,75.00,240.00,315.00
13977,8/10/2012,3,1,8,13,0,5,1,2,0.76,0.71,0.58,0.36,66.00,224.00,290.00
13978,8/10/2012,3,1,8,14,0,5,1,1,0.76,0.71,0.58,0.36,71.00,236.00,307.00
13979,8/10/2012,3,1,8,15,0,5,1,1,0.80,0.74,0.52,0.45,100.00,224.00,324.00
13980,8/10/2012,3,1,8,16,0,5,1,1,0.78,0.73,0.55,0.30,96.00,371.00,467.00
13981,8/10/2012,3,1,8,17,0,5,1,1,0.80,0.74,0.52,0.28,111.00,619.00,730.00
13982,8/10/2012,3,1,8,18,0,5,1,1,0.76,0.71,0.62,0.30,88.00,552.00,640.00
13983,8/10/2012,3,1,8,19,0,5,1,1,0.76,0.71,0.62,0.28,98.00,394.00,492.00
13984,8/10/2012,3,1,8,20,0,5,1,1,0.74,0.70,0.66,0.30,55.00,315.00,370.00
13985,8/10/2012,3,1,8,21,0,5,1,1,0.74,0.70,0.66,0.25,50.00,236.00,286.00
13986,8/10/2012,3,1,8,22,0,5,1,1,0.72,0.70,0.74,0.28,50.00,168.00,218.00
13987,8/10/2012,3,1,8,23,0,5,1,1,0.72,0.68,0.70,0.28,33.00,159.00,192.00
13988,8/11/2012,3,1,8,0,0,6,0,1,0.70,0.65,0.70,0.28,38.00,142.00,180.00
13989,8/11/2012,3,1,8,1,0,6,0,1,0.66,0.62,0.74,0.22,32.00,84.00,116.00
13990,8/11/2012,3,1,8,2,0,6,0,3,0.64,0.59,0.78,0.19,19.00,66.00,85.00
13991,8/11/2012,3,1,8,3,0,6,0,3,0.62,0.58,0.83,0.16,2.00,19.00,21.00
13992,8/11/2012,3,1,8,4,0,6,0,1,0.62,0.58,0.83,0.10,3.00,7.00,10.00
13993,8/11/2012,3,1,8,5,0,6,0,1,0.62,0.56,0.88,0.10,2.00,9.00,11.00
13994,8/11/2012,3,1,8,6,0,6,0,2,0.62,0.56,0.88,0.10,5.00,18.00,23.00
13995,8/11/2012,3,1,8,7,0,6,0,1,0.64,0.58,0.83,0.09,8.00,54.00,62.00
13996,8/11/2012,3,1,8,8,0,6,0,1,0.66,0.61,0.83,0.10,30.00,132.00,162.00
13997,8/11/2012,3,1,8,9,0,6,0,1,0.68,0.64,0.79,0.19,54.00,217.00,271.00
13998,8/11/2012,3,1,8,10,0,6,0,1,0.72,0.68,0.62,0.09,125.00,282.00,407.00
13999,8/11/2012,3,1,8,11,0,6,0,1,0.74,0.70,0.66,0.16,203.00,296.00,499.00
14000,8/11/2012,3,1,8,12,0,6,0,1,0.76,0.71,0.58,0.22,214.00,332.00,546.00
14001,8/11/2012,3,1,8,13,0,6,0,1,0.80,0.74,0.49,0.36,228.00,341.00,569.00
14002,8/11/2012,3,1,8,14,0,6,0,1,0.80,0.74,0.49,0.30,248.00,290.00,538.00
14003,8/11/2012,3,1,8,15,0,6,0,1,0.80,0.73,0.46,0.28,246.00,316.00,562.00
14004,8/11/2012,3,1,8,16,0,6,0,1,0.80,0.73,0.46,0.30,227.00,304.00,531.00
14005,8/11/2012,3,1,8,17,0,6,0,3,0.74,0.70,0.66,0.36,220.00,292.00,512.00
14006,8/11/2012,3,1,8,18,0,6,0,2,0.70,0.67,0.74,0.30,107.00,193.00,300.00
14007,8/11/2012,3,1,8,19,0,6,0,2,0.66,0.59,0.89,0.10,97.00,178.00,275.00
14008,8/11/2012,3,1,8,20,0,6,0,3,0.66,0.59,0.89,0.42,31.00,129.00,160.00
14009,8/11/2012,3,1,8,21,0,6,0,2,0.66,0.59,0.89,0.16,26.00,102.00,128.00
14010,8/11/2012,3,1,8,22,0,6,0,2,0.66,0.59,0.89,0.16,40.00,128.00,168.00
14011,8/11/2012,3,1,8,23,0,6,0,3,0.66,0.61,0.78,0.16,42.00,121.00,163.00
14012,8/12/2012,3,1,8,0,0,0,0,2,0.64,0.61,0.73,0.13,24.00,96.00,120.00
14013,8/12/2012,3,1,8,1,0,0,0,1,0.62,0.59,0.78,0.13,21.00,92.00,113.00
14014,8/12/2012,3,1,8,2,0,0,0,1,0.64,0.61,0.69,0.13,19.00,67.00,86.00
14015,8/12/2012,3,1,8,3,0,0,0,1,0.62,0.59,0.73,0.09,11.00,37.00,48.00
14016,8/12/2012,3,1,8,4,0,0,0,1,0.64,0.61,0.69,0.09,2.00,8.00,10.00
14017,8/12/2012,3,1,8,5,0,0,0,1,0.64,0.62,0.61,0.19,1.00,9.00,10.00
14018,8/12/2012,3,1,8,6,0,0,0,1,0.64,0.61,0.65,0.16,2.00,14.00,16.00
14019,8/12/2012,3,1,8,7,0,0,0,1,0.64,0.61,0.65,0.13,9.00,30.00,39.00
14020,8/12/2012,3,1,8,8,0,0,0,1,0.66,0.62,0.54,0.22,35.00,84.00,119.00
14021,8/12/2012,3,1,8,9,0,0,0,1,0.70,0.65,0.48,0.22,64.00,153.00,217.00
14022,8/12/2012,3,1,8,10,0,0,0,1,0.70,0.65,0.51,0.16,88.00,240.00,328.00
14023,8/12/2012,3,1,8,11,0,0,0,1,0.74,0.67,0.42,0.16,167.00,282.00,449.00
14024,8/12/2012,3,1,8,12,0,0,0,1,0.74,0.67,0.42,0.19,163.00,342.00,505.00
14025,8/12/2012,3,1,8,13,0,0,0,1,0.78,0.70,0.40,0.00,178.00,365.00,543.00
14026,8/12/2012,3,1,8,14,0,0,0,1,0.76,0.68,0.40,0.19,213.00,366.00,579.00
14027,8/12/2012,3,1,8,15,0,0,0,1,0.76,0.68,0.40,0.13,235.00,342.00,577.00
14028,8/12/2012,3,1,8,16,0,0,0,1,0.76,0.68,0.40,0.10,213.00,300.00,513.00
14029,8/12/2012,3,1,8,17,0,0,0,1,0.80,0.70,0.33,0.00,186.00,319.00,505.00
14030,8/12/2012,3,1,8,18,0,0,0,1,0.78,0.68,0.35,0.10,164.00,327.00,491.00
14031,8/12/2012,3,1,8,19,0,0,0,1,0.74,0.65,0.40,0.13,148.00,317.00,465.00
14032,8/12/2012,3,1,8,20,0,0,0,1,0.72,0.65,0.45,0.00,96.00,204.00,300.00
14033,8/12/2012,3,1,8,21,0,0,0,1,0.72,0.67,0.51,0.09,78.00,142.00,220.00
14034,8/12/2012,3,1,8,22,0,0,0,1,0.70,0.65,0.58,0.13,40.00,141.00,181.00
14035,8/12/2012,3,1,8,23,0,0,0,1,0.68,0.64,0.61,0.00,25.00,85.00,110.00
14036,8/13/2012,3,1,8,0,0,1,1,1,0.66,0.62,0.65,0.10,14.00,33.00,47.00
14037,8/13/2012,3,1,8,1,0,1,1,1,0.66,0.62,0.65,0.09,3.00,11.00,14.00
14038,8/13/2012,3,1,8,2,0,1,1,1,0.64,0.61,0.69,0.10,1.00,8.00,9.00
14039,8/13/2012,3,1,8,3,0,1,1,1,0.64,0.61,0.69,0.00,1.00,5.00,6.00
14040,8/13/2012,3,1,8,4,0,1,1,1,0.64,0.61,0.69,0.10,0.00,11.00,11.00
14041,8/13/2012,3,1,8,5,0,1,1,1,0.64,0.61,0.69,0.10,3.00,33.00,36.00
14042,8/13/2012,3,1,8,6,0,1,1,1,0.62,0.59,0.73,0.09,4.00,155.00,159.00
14043,8/13/2012,3,1,8,7,0,1,1,1,0.66,0.62,0.65,0.13,11.00,425.00,436.00
14044,8/13/2012,3,1,8,8,0,1,1,2,0.72,0.67,0.51,0.09,25.00,648.00,673.00
14045,8/13/2012,3,1,8,9,0,1,1,2,0.74,0.67,0.45,0.00,40.00,265.00,305.00
14046,8/13/2012,3,1,8,10,0,1,1,2,0.76,0.68,0.40,0.00,88.00,111.00,199.00
14047,8/13/2012,3,1,8,11,0,1,1,1,0.76,0.68,0.40,0.09,94.00,151.00,245.00
14048,8/13/2012,3,1,8,12,0,1,1,1,0.78,0.70,0.40,0.19,96.00,180.00,276.00
14049,8/13/2012,3,1,8,13,0,1,1,1,0.78,0.70,0.40,0.16,79.00,175.00,254.00
14050,8/13/2012,3,1,8,14,0,1,1,1,0.80,0.70,0.33,0.10,85.00,163.00,248.00
14051,8/13/2012,3,1,8,15,0,1,1,1,0.82,0.73,0.34,0.22,80.00,194.00,274.00
14052,8/13/2012,3,1,8,16,0,1,1,1,0.80,0.71,0.36,0.09,116.00,348.00,464.00
14053,8/13/2012,3,1,8,17,0,1,1,1,0.80,0.71,0.36,0.16,102.00,716.00,818.00
14054,8/13/2012,3,1,8,18,0,1,1,1,0.76,0.70,0.52,0.28,103.00,709.00,812.00
14055,8/13/2012,3,1,8,19,0,1,1,1,0.74,0.68,0.58,0.16,88.00,467.00,555.00
14056,8/13/2012,3,1,8,20,0,1,1,1,0.74,0.68,0.62,0.22,58.00,374.00,432.00
14057,8/13/2012,3,1,8,21,0,1,1,1,0.72,0.68,0.66,0.19,44.00,246.00,290.00
14058,8/13/2012,3,1,8,22,0,1,1,1,0.72,0.68,0.62,0.33,44.00,148.00,192.00
14059,8/13/2012,3,1,8,23,0,1,1,1,0.70,0.65,0.70,0.22,28.00,100.00,128.00
14060,8/14/2012,3,1,8,0,0,2,1,1,0.70,0.67,0.74,0.22,12.00,48.00,60.00
14061,8/14/2012,3,1,8,1,0,2,1,1,0.68,0.64,0.79,0.25,8.00,19.00,27.00
14062,8/14/2012,3,1,8,2,0,2,1,2,0.68,0.64,0.83,0.19,2.00,9.00,11.00
14063,8/14/2012,3,1,8,3,0,2,1,2,0.68,0.64,0.83,0.19,0.00,3.00,3.00
14064,8/14/2012,3,1,8,4,0,2,1,2,0.68,0.64,0.83,0.19,0.00,5.00,5.00
14065,8/14/2012,3,1,8,5,0,2,1,2,0.68,0.64,0.89,0.19,1.00,35.00,36.00
14066,8/14/2012,3,1,8,6,0,2,1,3,0.64,0.58,0.83,0.19,1.00,63.00,64.00
14067,8/14/2012,3,1,8,7,0,2,1,2,0.66,0.61,0.83,0.09,1.00,178.00,179.00
14068,8/14/2012,3,1,8,8,0,2,1,2,0.66,0.59,0.89,0.09,27.00,591.00,618.00
14069,8/14/2012,3,1,8,9,0,2,1,2,0.70,0.67,0.74,0.00,48.00,354.00,402.00
14070,8/14/2012,3,1,8,10,0,2,1,1,0.70,0.67,0.79,0.10,53.00,155.00,208.00
14071,8/14/2012,3,1,8,11,0,2,1,1,0.74,0.68,0.62,0.00,69.00,127.00,196.00
14072,8/14/2012,3,1,8,12,0,2,1,1,0.78,0.71,0.49,0.13,93.00,207.00,300.00
14073,8/14/2012,3,1,8,13,0,2,1,1,0.80,0.73,0.46,0.09,83.00,203.00,286.00
14074,8/14/2012,3,1,8,14,0,2,1,1,0.82,0.74,0.41,0.22,80.00,175.00,255.00
14075,8/14/2012,3,1,8,15,0,2,1,1,0.82,0.76,0.46,0.22,84.00,199.00,283.00
14076,8/14/2012,3,1,8,16,0,2,1,1,0.82,0.74,0.43,0.22,95.00,363.00,458.00
14077,8/14/2012,3,1,8,17,0,2,1,3,0.76,0.73,0.66,0.25,78.00,734.00,812.00
14078,8/14/2012,3,1,8,18,0,2,1,1,0.76,0.71,0.62,0.28,97.00,757.00,854.00
14079,8/14/2012,3,1,8,19,0,2,1,1,0.76,0.73,0.66,0.19,94.00,533.00,627.00
14080,8/14/2012,3,1,8,20,0,2,1,1,0.74,0.71,0.74,0.22,65.00,371.00,436.00
14081,8/14/2012,3,1,8,21,0,2,1,1,0.74,0.68,0.62,0.22,56.00,252.00,308.00
14082,8/14/2012,3,1,8,22,0,2,1,1,0.72,0.68,0.66,0.09,28.00,161.00,189.00
14083,8/14/2012,3,1,8,23,0,2,1,1,0.72,0.68,0.66,0.16,53.00,114.00,167.00
14084,8/15/2012,3,1,8,0,0,3,1,1,0.70,0.65,0.61,0.19,8.00,52.00,60.00
14085,8/15/2012,3,1,8,1,0,3,1,1,0.70,0.65,0.61,0.00,6.00,31.00,37.00
14086,8/15/2012,3,1,8,2,0,3,1,1,0.68,0.64,0.65,0.00,1.00,7.00,8.00
14087,8/15/2012,3,1,8,3,0,3,1,1,0.66,0.62,0.74,0.10,1.00,10.00,11.00
14088,8/15/2012,3,1,8,4,0,3,1,1,0.64,0.58,0.83,0.10,0.00,4.00,4.00
14089,8/15/2012,3,1,8,5,0,3,1,1,0.64,0.59,0.78,0.10,4.00,35.00,39.00
14090,8/15/2012,3,1,8,6,0,3,1,1,0.64,0.59,0.78,0.10,12.00,160.00,172.00
14091,8/15/2012,3,1,8,7,0,3,1,2,0.66,0.62,0.69,0.19,25.00,467.00,492.00
14092,8/15/2012,3,1,8,8,0,3,1,2,0.70,0.65,0.65,0.28,40.00,642.00,682.00
14093,8/15/2012,3,1,8,9,0,3,1,2,0.72,0.68,0.62,0.19,57.00,310.00,367.00
14094,8/15/2012,3,1,8,10,0,3,1,2,0.72,0.68,0.62,0.19,70.00,163.00,233.00
14095,8/15/2012,3,1,8,11,0,3,1,2,0.74,0.68,0.58,0.19,80.00,155.00,235.00
14096,8/15/2012,3,1,8,12,0,3,1,1,0.74,0.68,0.55,0.22,77.00,230.00,307.00
14097,8/15/2012,3,1,8,13,0,3,1,2,0.78,0.71,0.49,0.19,88.00,206.00,294.00
14098,8/15/2012,3,1,8,14,0,3,1,2,0.76,0.70,0.52,0.30,94.00,161.00,255.00
14099,8/15/2012,3,1,8,15,0,3,1,1,0.76,0.70,0.52,0.25,70.00,196.00,266.00
14100,8/15/2012,3,1,8,16,0,3,1,1,0.76,0.68,0.48,0.19,91.00,340.00,431.00
14101,8/15/2012,3,1,8,17,0,3,1,1,0.74,0.68,0.55,0.28,102.00,749.00,851.00
14102,8/15/2012,3,1,8,18,0,3,1,1,0.74,0.67,0.51,0.22,80.00,768.00,848.00
14103,8/15/2012,3,1,8,19,0,3,1,1,0.70,0.65,0.61,0.13,124.00,525.00,649.00
14104,8/15/2012,3,1,8,20,0,3,1,1,0.70,0.65,0.61,0.13,72.00,355.00,427.00
14105,8/15/2012,3,1,8,21,0,3,1,1,0.70,0.65,0.61,0.19,49.00,266.00,315.00
14106,8/15/2012,3,1,8,22,0,3,1,1,0.70,0.65,0.61,0.16,29.00,197.00,226.00
14107,8/15/2012,3,1,8,23,0,3,1,1,0.68,0.64,0.65,0.10,18.00,120.00,138.00
14108,8/16/2012,3,1,8,0,0,4,1,1,0.66,0.62,0.69,0.00,13.00,63.00,76.00
14109,8/16/2012,3,1,8,1,0,4,1,1,0.64,0.61,0.73,0.00,3.00,18.00,21.00
14110,8/16/2012,3,1,8,2,0,4,1,1,0.64,0.61,0.69,0.19,0.00,15.00,15.00
14111,8/16/2012,3,1,8,3,0,4,1,1,0.62,0.59,0.73,0.25,0.00,4.00,4.00
14112,8/16/2012,3,1,8,4,0,4,1,1,0.62,0.59,0.73,0.22,2.00,3.00,5.00
14113,8/16/2012,3,1,8,5,0,4,1,1,0.60,0.58,0.78,0.16,7.00,30.00,37.00
14114,8/16/2012,3,1,8,6,0,4,1,1,0.60,0.58,0.78,0.16,3.00,162.00,165.00
14115,8/16/2012,3,1,8,7,0,4,1,1,0.64,0.61,0.69,0.22,16.00,448.00,464.00
14116,8/16/2012,3,1,8,8,0,4,1,1,0.68,0.64,0.61,0.19,33.00,649.00,682.00
14117,8/16/2012,3,1,8,9,0,4,1,1,0.72,0.67,0.54,0.10,41.00,296.00,337.00
14118,8/16/2012,3,1,8,10,0,4,1,1,0.74,0.67,0.48,0.13,78.00,121.00,199.00
14119,8/16/2012,3,1,8,11,0,4,1,1,0.76,0.67,0.37,0.09,83.00,191.00,274.00
14120,8/16/2012,3,1,8,12,0,4,1,1,0.80,0.70,0.33,0.10,96.00,247.00,343.00
14121,8/16/2012,3,1,8,13,0,4,1,1,0.80,0.70,0.31,0.22,81.00,219.00,300.00
14122,8/16/2012,3,1,8,14,0,4,1,1,0.82,0.71,0.32,0.00,72.00,176.00,248.00
14123,8/16/2012,3,1,8,15,0,4,1,1,0.80,0.70,0.33,0.25,63.00,197.00,260.00
14124,8/16/2012,3,1,8,16,0,4,1,1,0.82,0.71,0.32,0.22,79.00,340.00,419.00
14125,8/16/2012,3,1,8,17,0,4,1,1,0.82,0.73,0.34,0.19,130.00,767.00,897.00
14126,8/16/2012,3,1,8,18,0,4,1,1,0.80,0.71,0.36,0.00,109.00,723.00,832.00
14127,8/16/2012,3,1,8,19,0,4,1,1,0.76,0.68,0.40,0.10,119.00,558.00,677.00
14128,8/16/2012,3,1,8,20,0,4,1,1,0.76,0.68,0.40,0.09,100.00,414.00,514.00
14129,8/16/2012,3,1,8,21,0,4,1,1,0.74,0.67,0.48,0.19,83.00,273.00,356.00
14130,8/16/2012,3,1,8,22,0,4,1,1,0.72,0.67,0.51,0.16,69.00,185.00,254.00
14131,8/16/2012,3,1,8,23,0,4,1,1,0.70,0.65,0.54,0.10,58.00,168.00,226.00
14132,8/17/2012,3,1,8,0,0,5,1,1,0.68,0.24,0.57,0.16,21.00,67.00,88.00
14133,8/17/2012,3,1,8,1,0,5,1,1,0.66,0.24,0.65,0.10,16.00,38.00,54.00
14134,8/17/2012,3,1,8,2,0,5,1,1,0.66,0.24,0.61,0.13,4.00,15.00,19.00
14135,8/17/2012,3,1,8,3,0,5,1,1,0.64,0.24,0.65,0.10,0.00,6.00,6.00
14136,8/17/2012,3,1,8,4,0,5,1,1,0.64,0.24,0.73,0.16,0.00,9.00,9.00
14137,8/17/2012,3,1,8,5,0,5,1,1,0.64,0.24,0.73,0.10,2.00,34.00,36.00
14138,8/17/2012,3,1,8,6,0,5,1,1,0.62,0.24,0.78,0.13,6.00,151.00,157.00
14139,8/17/2012,3,1,8,7,0,5,1,1,0.64,0.24,0.73,0.10,11.00,368.00,379.00
14140,8/17/2012,3,1,8,8,0,5,1,1,0.68,0.24,0.65,0.13,43.00,625.00,668.00
14141,8/17/2012,3,1,8,9,0,5,1,1,0.70,0.24,0.58,0.10,58.00,320.00,378.00
14142,8/17/2012,3,1,8,10,0,5,1,1,0.74,0.24,0.55,0.16,82.00,149.00,231.00
14143,8/17/2012,3,1,8,11,0,5,1,1,0.76,0.24,0.52,0.28,98.00,205.00,303.00
14144,8/17/2012,3,1,8,12,0,5,1,1,0.82,0.24,0.41,0.22,110.00,255.00,365.00
14145,8/17/2012,3,1,8,13,0,5,1,1,0.84,0.24,0.36,0.39,103.00,254.00,357.00
14146,8/17/2012,3,1,8,14,0,5,1,1,0.86,0.24,0.34,0.42,128.00,200.00,328.00
14147,8/17/2012,3,1,8,15,0,5,1,1,0.86,0.24,0.30,0.46,127.00,256.00,383.00
14148,8/17/2012,3,1,8,16,0,5,1,2,0.84,0.24,0.32,0.45,116.00,372.00,488.00
14149,8/17/2012,3,1,8,17,0,5,1,1,0.82,0.24,0.36,0.33,144.00,647.00,791.00
14150,8/17/2012,3,1,8,18,0,5,1,2,0.82,0.24,0.38,0.25,108.00,561.00,669.00
14151,8/17/2012,3,1,8,19,0,5,1,2,0.74,0.24,0.55,0.39,88.00,403.00,491.00
14152,8/17/2012,3,1,8,20,0,5,1,2,0.72,0.24,0.58,0.22,97.00,262.00,359.00
14153,8/17/2012,3,1,8,21,0,5,1,2,0.68,0.24,0.69,0.30,57.00,198.00,255.00
14154,8/17/2012,3,1,8,22,0,5,1,3,0.66,0.24,0.83,0.19,43.00,170.00,213.00
14155,8/17/2012,3,1,8,23,0,5,1,3,0.64,0.24,0.83,0.22,21.00,100.00,121.00
